Sample	serotype	st	source
GCA_037047305.1	O16	others	urine
GCA_037046975.1	O1	others	respiratory
GCA_036879815.1	O1	10	others
GCA_036854615.1	O1	167	blood
GCA_042709635.1	O16	131	urine
GCA_012874975.1	O16	131	others
GCA_012876575.1	O1	others	others
GCA_042836385.1	O16	131	urine
GCA_042702095.1	O16	131	urine
GCA_042838155.1	O16	38	urine
GCA_001519355.1	O8	others	others
GCA_012875295.1	O8	others	others
GCA_012675565.1	O8	others	blood
GCA_037030395.1	O8	others	wound
GCA_037045945.1	O8	others	others
GCA_037047015.1	O8	others	urine
GCA_958336525.1	O8	others	urine
GCA_963679715.1	O8	131	others
GCA_963679605.1	O8	131	others
E206	O8	others	respiratory
GCA_012674825.1	O8	others	blood
GCA_036249325.1	O8	167	urine
GCA_903978055.1	O8	others	blood
GCA_903978035.1	O8	others	blood
GCA_031020845.1	O8	others	blood
GCA_031020825.1	O8	others	blood
GCA_040120745.1	O8	405	urine
GCA_963679485.1	O8	131	others
GCA_012673885.1	O8	others	blood
GCA_012672325.1	O8	others	blood
GCA_963679465.1	O8	131	others
GCA_963679395.1	O8	131	others
GCA_963679405.1	O8	131	others
GCA_014570415.1	O8	others	others
GCA_019201865.1	O8	others	urine
GCA_019201835.1	O8	others	urine
GCA_019878405.1	O8	410	urine
GCA_019878385.1	O8	410	blood
GCA_019878365.1	O8	410	others
GCA_019878345.1	O8	410	others
GCA_019878265.1	O8	410	others
GCA_019878235.1	O8	410	others
GCA_019215725.1	O8	410	others
GCA_019229185.1	O8	648	others
GCA_038301515.1	O8	others	urine
GCA_038304415.1	O8	167	urine
GCA_038100015.1	O8	648	others
GCA_023825915.1	O8	410	others
GCA_023829015.1	O8	410	blood
GCA_019878665.1	O8	others	others
GCA_019878645.1	O8	410	others
GCA_019878625.1	O8	410	urine
GCA_019878605.1	O8	410	urine
GCA_047583485.1	O8	167	urine
GCA_019720795.1	O8	410	urine
GCA_018050745.1	O8	others	others
GCA_019230225.1	O8	410	others
GCA_019230325.1	O8	410	others
GCA_019215845.1	O8	648	others
GCA_019229665.1	O8	410	urine
GCA_019216285.1	O8	410	others
GCA_019229325.1	O8	others	urine
GCA_019229465.1	O8	410	others
GCA_047853375.1	O8	others	others
GCA_019228905.1	O8	410	blood
GCA_038085935.1	O8	167	others
GCA_043977295.1	O8	410	others
GCA_964206185.1	O8	131	urine
GCA_964206565.1	O8	131	urine
GCA_017352075.1	O8	others	urine
GCA_020149645.1	O8	others	blood
GCA_019230405.1	O8	410	others
GCA_019230645.1	O8	410	urine
GCA_019216305.1	O8	410	urine
GCA_023861525.1	O8	others	urine
GCA_014659575.1	O8	others	urine
GCA_047581745.1	O8	others	urine
GCA_019230085.1	O8	410	others
GCA_019230165.1	O8	410	others
GCA_019926465.1	O8	410	others
GCA_019926335.1	O8	410	others
GCA_014576055.1	O8	others	others
GCA_014567675.1	O8	others	others
GCA_014573115.1	O8	others	others
GCA_042175245.1	O8	others	blood
GCA_043976845.1	O8	95	urine
GCA_910592405.1	O8	others	urine
GCA_019054415.1	O8	410	blood
GCA_023870105.1	O8	others	urine
GCA_047599405.1	O8	others	blood
GCA_019231085.1	O8	others	others
GCA_018884065.1	O8	410	others
GCA_019878585.1	O8	410	others
GCA_019878565.1	O8	410	others
GCA_019878545.1	O8	410	others
GCA_019878425.1	O8	410	urine
GCA_021908815.1	O8	others	others
GCA_020089785.1	O8	410	others
GCA_019660925.1	O8	410	others
GCA_019660785.1	O8	410	blood
GCA_019297445.1	O8	others	respiratory
GCA_045983935.1	O8	167	blood
GCA_045800965.1	O8	410	blood
GCA_045800855.1	O8	167	urine
GCA_018924225.1	O8	others	others
GCA_023894895.1	O8	others	urine
GCA_018397095.2	O8	others	blood
GCA_014714975.1	O8	others	urine
GCA_047580665.1	O8	others	urine
GCA_040964235.1	O8	167	urine
GCA_014594315.1	O8	others	others
GCA_014606055.1	O8	others	others
GCA_014606095.1	O8	others	others
GCA_045799655.1	O8	167	urine
GCA_045799585.1	O8	410	urine
GCA_916160305.1	O8	others	blood
GCA_916161275.1	O8	others	blood
GCA_019054575.1	O8	410	respiratory
GCA_019054535.1	O8	410	others
GCA_019054375.1	O8	410	respiratory
GCA_019054145.1	O8	410	urine
GCA_916160855.1	O8	others	blood
GCA_916179785.1	O8	others	blood
GCA_018585745.1	O8	others	urine
GCA_018602655.1	O8	410	blood
GCA_047597285.1	O8	73	blood
GCA_018591495.1	O8	410	urine
GCA_018610525.1	O8	10	urine
GCA_020089805.1	O8	410	urine
GCA_014494385.1	O8	648	others
GCA_014494375.1	O8	648	others
GCA_014495075.1	O8	unknown	blood
GCA_017064875.1	O8	410	urine
GCA_024473805.1	O8	others	blood
GCA_040823755.1	O8	others	urine
GCA_043524825.1	O8	10	blood
GCA_014494925.1	O8	410	blood
GCA_020782755.1	O8	others	blood
GCA_916176505.1	O8	others	blood
GCA_047911465.1	O8	131	blood
GCA_047911685.1	O8	38	blood
GCA_024917275.1	O8	others	blood
GCA_014495455.1	O8	410	blood
GCA_014495405.1	O8	410	blood
GCA_041078915.1	O8	others	urine
GCA_017143575.3	O8	410	blood
GCA_024767915.1	O8	others	blood
GCA_024767895.1	O8	others	blood
GCA_018347285.1	O8	others	blood
GCA_024723815.1	O8	410	others
GCA_024603355.1	O8	410	blood
GCA_017064795.1	O8	others	urine
GCA_021048065.1	O8	others	urine
GCA_017065315.1	O8	others	urine
GCA_021087485.1	O8	others	others
GCA_044267835.1	O8	131	blood
GCA_024918275.1	O8	others	blood
GCA_020777195.1	O8	648	others
GCA_020782855.1	O8	others	respiratory
GCA_014494575.1	O8	648	blood
GCA_014494455.1	O8	648	others
GCA_014493805.1	O8	410	blood
GCA_014490475.1	O8	others	others
GCA_014494295.1	O8	410	others
GCA_014494255.1	O8	410	blood
GCA_014494155.1	O8	410	blood
GCA_021907145.1	O8	410	others
GCA_021342955.1	O8	others	others
GCA_043496915.1	O8	73	urine
GCA_043967705.1	O8	410	wound
GCA_018117945.1	O8	410	blood
GCA_018095195.1	O8	410	blood
GCA_018095065.1	O8	410	others
GCA_018342205.1	O8	others	urine
GCA_018342405.1	O8	others	urine
GCA_021086545.1	O8	unknown	others
GCA_021085585.1	O8	others	others
GCA_032865985.2	O8	410	urine
GCA_016445325.1	O8	410	others
GCA_017066935.1	O8	others	urine
GCA_014477755.1	O8	others	blood
GCA_029201525.1	O8	410	urine
GCA_021295595.1	O8	others	urine
GCA_037645025.1	O8	131	others
GCA_016391175.1	O8	others	blood
GCA_017842295.1	O8	others	urine
GCA_025490795.1	O8	others	blood
GCA_025491205.1	O8	others	blood
GCA_024768315.1	O8	others	blood
GCA_021167075.1	O8	others	wound
GCA_021085245.2	O8	others	others
GCA_021273345.1	O8	410	blood
GCA_021168085.1	O8	others	others
GCA_021468585.1	O8	others	urine
GCA_021468565.1	O8	others	blood
GCA_028471885.1	O8	410	blood
GCA_025783015.2	O8	others	urine
GCA_025826795.1	O8	410	urine
GCA_025826515.1	O8	410	urine
GCA_041434955.1	O8	unknown	blood
GCA_043505975.1	O8	10	blood
GCA_043503125.1	O8	others	urine
GCA_032997525.2	O8	410	blood
GCA_032866075.2	O8	410	urine
GCA_021904255.1	O8	648	others
GCA_021903035.1	O8	others	others
GCA_016446005.1	O8	others	others
GCA_021427565.1	O8	others	others
GCA_030413845.1	O8	410	urine
GCA_032071325.1	O8	410	others
GCA_032068665.1	O8	410	others
GCA_040742595.1	O8	others	urine
GCA_015690145.1	O8	others	urine
GCA_016387985.1	O8	others	blood
GCA_015284515.1	O8	410	blood
GCA_015283605.1	O8	410	urine
GCA_015283145.1	O8	410	urine
GCA_031785675.1	O8	others	blood
GCA_021493085.4	O8	648	blood
GCA_021473545.1	O8	10	urine
GCA_021473625.1	O8	others	urine
GCA_030273345.1	O8	410	blood
GCA_021473925.1	O8	others	others
GCA_023384955.1	O8	others	urine
GCA_021427765.1	O8	648	others
GCA_014670195.1	O8	others	urine
GCA_026351815.1	O8	others	blood
GCA_026300575.1	O8	unknown	urine
GCA_037094515.1	O8	others	others
GCA_014657855.1	O8	others	urine
GCA_014664455.1	O8	others	urine
GCA_014775535.1	O8	410	urine
GCA_015195065.1	O8	others	urine
GCA_036452055.1	O8	410	blood
GCA_014778195.1	O8	others	blood
GCA_015196165.1	O8	10	urine
GCA_015196385.1	O8	others	urine
GCA_015195165.1	O8	others	urine
GCA_014480735.1	O8	others	blood
GCA_015285745.1	O8	410	urine
GCA_046604885.1	O8	131	urine
GCA_014572215.1	O8	others	others
GCA_014583175.1	O8	others	others
GCA_047275515.1	O8	others	urine
GCA_047275415.1	O8	131	urine
GCA_047275255.1	O8	others	urine
GCA_014583535.1	O8	others	others
GCA_014494755.1	O8	unknown	blood
GCA_036718175.2	O8	unknown	urine
GCA_041870155.1	O8	410	urine
GCA_014823455.1	O8	10	urine
GCA_041268205.1	O8	unknown	wound
GCA_041269275.1	O8	648	others
GCA_041205985.1	O8	405	urine
GCA_041203425.1	O8	410	urine
GCA_041006255.1	O8	others	others
GCA_014658795.1	O8	others	urine
GCA_037635115.1	O8	410	wound
GCA_020872055.1	O8	others	others
GCA_046736265.1	O8	others	urine
GCA_026377995.1	O8	others	urine
GCA_026318445.1	O8	others	urine
GCA_045037395.1	O8	others	urine
GCA_045037695.1	O8	410	others
GCA_014481595.1	O8	10	blood
GCA_014480695.1	O8	others	blood
GCA_014484875.1	O8	others	blood
GCA_014479355.1	O8	others	blood
GCA_014134265.1	O8	others	blood
GCA_014137355.1	O8	others	blood
GCA_047338605.1	O8	131	blood
GCA_047852225.1	O8	others	blood
GCA_047857665.1	O8	131	urine
GCA_001519575.1	O8	410	others
GCA_001519445.1	O8	others	others
GCA_014079265.1	O8	others	urine
GCA_017676445.1	O8	others	others
GCA_014117725.2	O8	410	urine
GCA_014074505.1	O8	410	others
GCA_014133055.1	O8	410	blood
GCA_014154645.1	O8	410	blood
GCA_022444445.3	O8	648	urine
GCA_020855235.1	O8	others	others
GCA_020870655.1	O8	others	others
GCA_022444365.3	O8	410	urine
GCA_045037605.1	O8	others	others
GCA_021548175.1	O8	others	others
GCA_021548115.1	O8	10	others
GCA_021751845.2	O8	648	urine
GCA_014081625.1	O8	others	urine
GCA_014082055.1	O8	others	others
GCA_027219985.1	O8	others	urine
GCA_038762015.1	O8	167	urine
GCA_026378435.1	O8	410	urine
GCA_027279825.1	O8	others	urine
GCA_014088845.1	O8	others	urine
GCA_014080085.1	O8	410	urine
GCA_014071535.1	O8	others	urine
GCA_013957805.1	O8	others	urine
GCA_013964025.1	O8	others	urine
GCA_037633555.1	O8	131	urine
GCA_014079905.1	O8	410	others
GCA_014073475.1	O8	others	urine
GCA_047797915.1	O8	unknown	urine
GCA_012767555.1	O8	others	urine
GCA_012849735.1	O8	others	others
GCA_012849835.1	O8	others	urine
GCA_013985495.1	O8	others	urine
GCA_020872275.1	O8	others	others
GCA_027268155.1	O8	others	urine
GCA_027223195.1	O8	others	urine
GCA_044530845.1	O8	others	wound
GCA_013186545.1	O8	others	urine
GCA_013345065.1	O8	410	respiratory
GCA_013973845.1	O8	410	urine
GCA_047796605.1	O8	131	urine
GCA_047796825.1	O8	131	urine
GCA_014082155.1	O8	others	urine
GCA_001519795.1	O8	others	others
GCA_001561575.1	O8	others	blood
GCA_014075815.1	O8	410	blood
GCA_043524625.1	O8	38	blood
GCA_029093445.1	O8	410	urine
GCA_045259695.1	O8	167	others
GCA_003183865.2	O8	others	blood
GCA_003008295.1	O8	unknown	blood
GCA_003008055.1	O8	410	blood
GCA_003008025.1	O8	410	blood
GCA_012867005.1	O8	others	others
GCA_012503075.1	O8	410	urine
GCA_012920635.1	O8	others	others
GCA_047794805.1	O8	others	#N/A
GCA_012503135.1	O8	others	urine
GCA_043516725.1	O8	38	others
GCA_013966225.1	O8	others	urine
GCA_047795885.1	O8	131	urine
GCA_012872615.1	O8	others	others
GCA_043523605.1	O8	others	blood
GCA_012868575.1	O8	others	others
GCA_047792855.1	O8	131	#N/A
GCA_012868195.1	O8	others	others
GCA_012869995.1	O8	others	others
GCA_013039305.1	O8	others	blood
GCA_900490625.1	O8	others	wound
GCA_900489375.1	O8	410	urine
GCA_900490445.1	O8	410	urine
GCA_900488895.1	O8	410	urine
GCA_016990895.1	O8	others	urine
GCA_012865695.1	O8	others	others
GCA_012867195.1	O8	others	others
GCA_012867615.1	O8	others	others
GCA_012868835.1	O8	410	others
GCA_043524555.1	O8	127	blood
GCA_043575275.1	O8	others	blood
GCA_016991835.1	O8	others	urine
GCA_016992015.1	O8	10	urine
GCA_017001435.1	O8	others	others
GCA_029211565.1	O8	others	urine
GCA_029209965.1	O8	others	urine
GCA_029209745.1	O8	unknown	urine
GCA_015245435.1	O8	410	urine
GCA_015245335.1	O8	410	others
GCA_034158425.1	O8	others	urine
GCA_015246355.1	O8	410	blood
GCA_016990795.1	O8	10	urine
GCA_012871015.1	O8	others	others
GCA_012871935.1	O8	410	others
GCA_013173605.1	O8	410	blood
GCA_012871615.1	O8	others	others
GCA_012875655.1	O8	others	others
GCA_017001895.1	O8	410	urine
GCA_015245475.1	O8	410	urine
GCA_015244725.1	O8	410	others
GCA_015245555.1	O8	others	blood
GCA_015244805.1	O8	410	blood
GCA_034161645.1	O8	others	urine
GCA_030375065.1	O8	131	urine
GCA_030376185.1	O8	others	urine
GCA_030376005.1	O8	131	others
GCA_032581275.1	O8	95	urine
GCA_008312855.1	O8	410	blood
GCA_005508755.1	O8	others	urine
GCA_032404205.1	O8	unknown	urine
GCA_020298105.1	O8	others	others
GCA_043525065.1	O8	73	blood
GCA_012977185.1	O8	410	blood
GCA_012977645.1	O8	410	blood
GCA_043618805.1	O8	69	blood
GCA_017054295.1	O8	others	others
GCA_017062655.1	O8	others	urine
GCA_034150385.1	O8	others	blood
GCA_015245585.1	O8	410	urine
GCA_015283985.1	O8	others	urine
GCA_015284005.1	O8	others	urine
GCA_017054815.1	O8	10	others
GCA_012875485.1	O8	10	others
GCA_012875355.1	O8	others	others
GCA_031782795.1	O8	405	others
GCA_012503255.1	O8	others	respiratory
GCA_012875055.1	O8	others	others
GCA_008385425.1	O8	others	blood
GCA_012529975.1	O8	others	others
GCA_038751625.1	O8	others	urine
GCA_038751575.1	O8	648	wound
GCA_017064435.1	O8	others	urine
GCA_032308715.1	O8	405	urine
GCA_031782295.1	O8	167	urine
GCA_043512865.1	O8	405	urine
GCA_043513005.1	O8	167	urine
GCA_012529555.1	O8	others	others
GCA_012529875.1	O8	others	others
GCA_031033145.2	O8	405	urine
GCA_047615845.1	O8	405	urine
GCA_032310315.1	O8	167	urine
GCA_031782755.1	O8	361	urine
GCA_012529595.1	O8	others	others
GCA_012529995.1	O8	others	others
GCA_958311235.1	O8	others	urine
GCA_033407555.1	O8	410	blood
GCA_032608455.1	O8	410	urine
GCA_032608535.1	O8	410	urine
GCA_039545615.1	O8	others	urine
GCA_012979695.1	O8	410	respiratory
GCA_047770605.1	O8	167	others
GCA_047770635.1	O8	361	others
GCA_047770655.1	O8	361	others
GCA_047770935.1	O8	410	others
GCA_012885375.1	O8	others	others
GCA_047771435.1	O8	others	others
GCA_037663815.1	O8	167	urine
GCA_037545185.1	O8	167	urine
GCA_037545105.1	O8	410	urine
GCA_012915005.1	O8	others	urine
GCA_012459985.1	O8	410	blood
GCA_032259145.1	O8	648	blood
GCA_032846105.1	O8	others	others
GCA_032879035.1	O8	10	others
GCA_958311415.1	O8	others	urine
GCA_958311145.1	O8	131	urine
GCA_964006065.1	O8	others	wound
GCA_958312695.1	O8	12	urine
GCA_013024345.1	O8	others	urine
GCA_031527305.1	O8	others	blood
GCA_958326015.1	O8	73	urine
GCA_012857575.1	O8	others	others
GCA_012856755.1	O8	others	others
GCA_031329185.1	O8	10	others
GCA_031329275.1	O8	410	respiratory
GCA_013027285.1	O8	others	urine
GCA_032143475.1	O8	others	others
GCA_032258565.1	O8	405	urine
GCA_964006555.1	O8	131	urine
GCA_047770115.1	O8	131	urine
GCA_043509815.1	O8	others	urine
GCA_032542945.1	O8	others	urine
GCA_903974965.1	O8	others	blood
GCA_903974885.1	O8	others	blood
GCA_903974795.1	O8	unknown	blood
GCA_903975305.1	O8	others	blood
GCA_031854625.1	O8	others	blood
GCA_032770895.1	O8	410	urine
GCA_030284095.1	O8	410	urine
GCA_016388495.1	O8	10	urine
GCA_012857375.1	O8	others	others
GCA_012536515.1	O8	others	blood
GCA_032675605.1	O8	361	blood
GCA_032675065.1	O8	410	others
GCA_047775155.1	O8	361	others
GCA_032830015.1	O8	167	urine
GCA_016387445.1	O8	others	urine
GCA_903975495.1	O8	others	blood
GCA_958326085.1	O8	others	urine
GCA_032522965.1	O8	others	urine
GCA_032258065.1	O8	648	others
GCA_032258285.1	O8	405	urine
GCA_032384455.1	O8	167	urine
GCA_032257665.1	O8	1193	urine
GCA_032647505.1	O8	others	blood
GCA_032674655.1	O8	410	urine
GCA_032673985.1	O8	410	respiratory
GCA_032672645.1	O8	410	respiratory
GCA_900608195.1	O8	410	others
GCA_900489445.1	O8	410	urine
GCA_047894625.1	O8	410	blood
GCA_964006895.1	O8	69	wound
GCA_900489155.1	O8	410	urine
GCA_900490465.1	O8	410	urine
GCA_900488955.1	O8	410	urine
GCA_900488915.1	O8	410	urine
GCA_013054625.1	O8	others	blood
GCA_032336245.2	O8	others	urine
GCA_045027375.1	O8	167	wound
GCA_958310665.1	O8	10	urine
GCA_039607255.1	O8	410	others
GCA_032672605.1	O8	410	urine
GCA_032672545.1	O8	410	respiratory
GCA_032672145.1	O8	410	blood
GCA_963679315.1	O8	10	others
GCA_015909945.3	O8	648	urine
GCA_039784005.1	O8	others	urine
GCA_903976035.1	O8	others	blood
GCA_039749955.1	O8	410	blood
GCA_047894465.1	O8	others	others
GCA_047894545.1	O8	410	urine
GCA_012670405.1	O8	others	blood
GCA_012871455.1	O8	others	others
GCA_009907965.1	O8	410	urine
GCA_034265575.1	O8	167	urine
E111	O8	others	others
GCA_964006815.1	O8	others	urine
GCA_964006475.1	O8	131	wound
GCA_012868495.1	O8	10	others
GCA_003388935.1	O8	others	urine
GCA_036668995.1	O8	405	urine
GCA_039776305.1	O8	405	urine
GCA_039776115.1	O8	167	blood
GCA_903976655.1	O8	others	blood
GCA_903977785.1	O8	others	blood
GCA_036469215.1	O8	167	urine
E238	O8	others	others
E222	O8	others	urine
E209	O8	others	urine
GCA_037049945.1	O8	405	urine
GCA_036529915.1	O8	others	urine
GCA_037048305.1	O8	others	blood
GCA_012675905.1	O8	others	blood
GCA_012676065.1	O8	others	blood
GCA_012674125.1	O8	others	blood
GCA_012673025.1	O8	others	blood
GCA_019215045.1	O8	others	others
GCA_003031815.1	O8	others	urine
GCA_019215065.1	O8	others	others
GCA_019227985.1	O8	410	urine
GCA_014641175.1	O8	others	blood
GCA_014634845.1	O8	others	blood
GCA_006337025.1	O8	410	blood
GCA_005671355.1	O8	410	blood
GCA_019217205.1	O8	410	urine
GCA_043327375.1	O8	69	blood
GCA_023826495.1	O8	others	urine
GCA_019202185.1	O8	410	urine
GCA_019202145.1	O8	410	urine
GCA_019202135.1	O8	410	urine
GCA_001463455.1	O8	others	urine
GCA_012707345.1	O8	410	urine
GCA_012874915.1	O75	others	others
GCA_012874735.1	O75	others	others
GCA_042837735.1	O75	38	urine
GCA_012676185.1	O75	others	blood
GCA_043723485.1	O75	1193	urine
GCA_024766295.1	O75	1193	urine
GCA_024766355.1	O75	1193	blood
GCA_012876695.1	O75	others	others
GCA_024446295.1	O75	1193	urine
GCA_044949345.1	O75	others	urine
GCA_044949125.1	O75	131	urine
GCA_044949105.1	O75	131	urine
GCA_047275455.1	O75	131	urine
GCA_047856925.1	O75	131	urine
GCA_037636005.1	O75	131	wound
GCA_047339455.1	O75	1193	blood
GCA_047339525.1	O75	131	blood
GCA_020869355.1	O75	others	others
GCA_014477415.1	O75	1193	blood
GCA_964200015.1	O75	1193	others
GCA_964200025.1	O75	1193	blood
GCA_020870795.1	O75	others	urine
GCA_022113035.1	O75	others	urine
GCA_022114375.1	O75	others	urine
GCA_012874435.1	O75	others	others
GCA_014135465.1	O75	others	blood
GCA_020871615.1	O75	1193	urine
GCA_022113375.1	O75	others	urine
GCA_047856905.1	O75	others	blood
GCA_047856685.1	O75	73	urine
GCA_903978135.1	O75	others	blood
GCA_014583105.1	O75	1193	others
GCA_044948885.1	O75	others	urine
GCA_012876355.1	O75	1193	others
GCA_012876155.1	O75	others	others
GCA_043511795.1	O75	1193	urine
GCA_043511655.1	O75	1193	urine
GCA_012877135.1	O75	others	others
GCA_042911575.1	O75	1193	urine
GCA_024446335.1	O75	unknown	urine
GCA_012675005.1	O75	others	blood
GCA_014133215.1	O75	others	blood
GCA_024448815.1	O75	1193	urine
GCA_047597885.1	O75	others	blood
GCA_047597845.1	O75	95	blood
GCA_043509915.1	O75	1193	urine
GCA_044948325.1	O75	others	urine
GCA_031164605.1	O75	others	others
GCA_012526695.1	O75	1193	blood
GCA_030988135.2	O75	38	urine
GCA_024768175.1	O75	1193	urine
GCA_014752645.1	O75	others	urine
GCA_013029205.1	O75	1193	urine
GCA_037449095.1	O75	1193	urine
GCA_024768835.1	O75	unknown	urine
GCA_017841655.1	O75	1193	urine
GCA_017851895.1	O75	1193	urine
GCA_024446795.1	O75	1193	others
GCA_024446375.1	O75	1193	urine
GCA_032845125.1	O75	131	others
GCA_020870275.1	O75	1193	urine
GCA_047847505.1	O75	others	urine
GCA_047837855.1	O75	167	urine
GCA_022501225.1	O75	others	others
GCA_037049365.1	O75	167	urine
E35	O75	1193	blood
E50	O75	1193	urine
E112	O75	1193	respiratory
E123	O75	1193	others
E165	O75	unknown	others
GCA_014753925.1	O75	1193	urine
GCA_014480715.1	O75	1193	blood
GCA_014480895.1	O75	others	blood
GCA_047879245.1	O75	648	blood
GCA_015645325.1	O75	1193	blood
GCA_014479935.1	O75	others	blood
GCA_034644215.1	O75	1193	urine
GCA_015196305.1	O75	others	urine
GCA_032845265.1	O75	1193	others
GCA_013028505.1	O75	1193	urine
GCA_012979995.1	O75	1193	urine
GCA_025788775.2	O75	others	urine
GCA_014761965.1	O75	1193	urine
GCA_026222395.1	O75	others	urine
GCA_026221635.1	O75	others	blood
GCA_024198505.1	O75	1193	urine
GCA_012874155.1	O75	1193	others
GCA_030988825.1	O75	1193	urine
GCA_030988915.1	O75	1193	urine
GCA_030991405.1	O75	1193	urine
GCA_030991425.1	O75	1193	urine
GCA_015012035.1	O75	1193	respiratory
GCA_037634895.1	O75	361	wound
GCA_903975625.1	O75	others	blood
GCA_958326125.1	O75	1193	urine
GCA_031854785.1	O75	1193	blood
GCA_045061405.1	O75	1193	urine
GCA_045061605.1	O75	131	urine
GCA_012875535.1	O75	others	others
GCA_012875455.1	O75	1193	others
GCA_032405645.1	O75	73	urine
GCA_012921895.3	O75	1193	urine
GCA_012920125.1	O75	1193	urine
GCA_047582325.1	O75	1193	urine
GCA_032400305.1	O75	69	urine
GCA_032337875.2	O75	1193	urine
GCA_032403105.1	O75	1193	urine
GCA_032402985.1	O75	others	urine
GCA_032335355.2	O75	1193	blood
GCA_032331995.2	O75	1193	others
GCA_958324505.1	O75	others	urine
GCA_032842155.1	O75	131	others
GCA_037634375.1	O75	1193	urine
GCA_037634415.1	O75	1193	urine
GCA_037634535.1	O75	1193	urine
GCA_037634575.1	O75	1193	urine
GCA_037634615.1	O75	unknown	urine
GCA_037634695.1	O75	1193	urine
GCA_037634775.1	O75	1193	urine
GCA_030988725.1	O75	1193	urine
GCA_032839595.1	O75	131	others
GCA_032839405.1	O75	131	others
GCA_032839015.1	O75	1193	others
GCA_047798165.1	O75	others	urine
GCA_016388025.1	O75	1193	urine
GCA_014134885.1	O75	others	blood
GCA_012674045.1	O75	1193	blood
GCA_032542485.1	O75	1193	urine
GCA_958323925.1	O75	1193	urine
GCA_903975145.1	O75	others	blood
GCA_903975195.1	O75	others	blood
GCA_037632125.1	O75	131	urine
GCA_037632425.1	O75	131	urine
GCA_032403625.1	O75	others	urine
GCA_032403205.1	O75	1193	urine
GCA_012874315.1	O75	others	others
GCA_032403185.1	O75	unknown	urine
GCA_032401185.1	O75	131	urine
GCA_031792675.1	O75	127	urine
GCA_043017895.1	O75	73	urine
GCA_038428515.1	O75	167	urine
GCA_014488155.1	O75	1193	blood
GCA_031856275.1	O75	1193	blood
GCA_032338295.2	O75	1193	urine
GCA_032542665.1	O75	1193	urine
GCA_016387945.1	O75	1193	urine
GCA_016387955.1	O75	1193	urine
GCA_032405905.1	O75	others	urine
GCA_042166435.1	O75	others	urine
GCA_014478475.1	O75	1193	blood
GCA_030515215.1	O75	1193	others
GCA_032839635.1	O75	131	others
GCA_014479395.1	O75	1193	blood
GCA_030515195.1	O75	others	others
GCA_014079845.1	O75	others	urine
GCA_014080125.1	O75	1193	urine
GCA_032838995.1	O75	1193	others
GCA_016388425.1	O75	1193	urine
GCA_032838915.1	O75	1193	others
GCA_032838875.1	O75	1193	others
GCA_032838955.1	O75	1193	others
GCA_032838835.1	O75	1193	others
GCA_032838855.1	O75	1193	others
GCA_044950125.1	O75	131	urine
GCA_044949665.1	O75	73	urine
GCA_044949445.1	O75	others	urine
GCA_044949405.1	O75	1193	urine
GCA_012979725.1	O75	1193	respiratory
GCA_958310615.1	O75	73	urine
GCA_042992815.1	O75	1193	others
GCA_042985505.1	O75	1193	blood
GCA_042991255.1	O75	1193	blood
GCA_042985445.1	O75	1193	blood
GCA_014823415.1	O75	1193	urine
GCA_014079045.1	O75	1193	urine
GCA_016446125.1	O75	1193	others
GCA_016445545.1	O75	1193	others
GCA_016445665.1	O75	1193	others
GCA_032879485.1	O75	1193	others
GCA_032845305.1	O75	1193	others
GCA_032879385.1	O75	1193	others
GCA_032845145.1	O75	1193	others
GCA_014479475.1	O75	others	blood
GCA_016446045.1	O75	1193	others
GCA_037644725.1	O75	131	urine
GCA_014486775.1	O75	1193	blood
GCA_013023325.1	O75	1193	urine
GCA_032120615.2	O75	1193	urine
GCA_032235735.2	O75	1193	others
GCA_031855995.1	O75	1193	blood
GCA_031856015.1	O75	1193	blood
GCA_031856115.1	O75	1193	blood
GCA_032879665.1	O75	others	others
GCA_032856765.1	O75	others	others
GCA_043506115.1	O75	73	urine
GCA_012528495.1	O75	1193	blood
GCA_012527935.1	O75	1193	blood
GCA_012528215.1	O75	1193	urine
GCA_017714515.1	O75	others	urine
GCA_026356755.1	O75	1193	urine
GCA_026356615.1	O75	1193	urine
GCA_026356115.1	O75	1193	urine
GCA_026302135.1	O75	1193	urine
GCA_047600165.1	O75	others	blood
GCA_012879215.1	O75	others	others
GCA_012855875.1	O75	others	others
GCA_047581205.1	O75	1193	urine
GCA_014082965.1	O75	1193	blood
GCA_043511285.1	O75	others	urine
GCA_043503285.1	O75	others	urine
GCA_012866335.1	O75	unknown	others
GCA_045061665.1	O75	131	urine
GCA_014075055.1	O75	1193	urine
GCA_021911805.1	O75	1193	urine
GCA_021168125.1	O75	1193	others
GCA_016391115.1	O75	1193	respiratory
GCA_031490695.1	O75	1193	blood
GCA_031490915.1	O75	1193	urine
GCA_017065955.1	O75	others	urine
GCA_017066215.1	O75	others	urine
GCA_017066135.1	O75	others	urine
GCA_016458635.1	O75	unknown	urine
GCA_017142995.3	O75	1193	urine
GCA_017143155.3	O75	1193	others
GCA_044039175.1	O75	others	others
GCA_029855145.1	O75	1193	blood
GCA_047583275.1	O75	1193	respiratory
GCA_013172835.1	O75	1193	blood
GCA_017672865.1	O75	1193	urine
GCA_026350475.1	O75	others	urine
GCA_026332935.1	O75	1193	blood
GCA_026349075.1	O75	1193	urine
GCA_037406935.1	O75	others	others
GCA_012980255.1	O75	1193	blood
GCA_012871575.1	O75	1193	others
GCA_012871115.1	O75	others	others
